text,is_correct
the window is on the curtain,0
the curtain is on the window,1
the hill is on the tree,0
the tree is on the hill,1
the blender is next to the table,0
the table is next to the blender,1
the blender is near the table,0
the table is near the blender,1
the blender is behind the coffee maker,0
the coffee maker is behind the blender,1
the coffee maker is in front of the blender,0
the blender is in front of the coffee maker,1
the table is near the blender,0
the blender is near the table,1
the bike is on the mirror,0
the mirror is on the bike,1
the boy is to the right of the house,0
the house is to the right of the boy,1
the house is to the left of the boy,0
the boy is to the left of the house,1
the car is of the windshield,0
the windshield is of the car,1
the cheese is to the left of the man,0
the man is to the left of the cheese,1
the sandwich is with the man,0
the man is with the sandwich,1
the bread is to the left of the man,0
the man is to the left of the bread,1
the shirt is to the right of the bread,0
the bread is to the right of the shirt,1
the sandwich is to the left of the shirt,0
the shirt is to the left of the sandwich,1
the tray is to the left of the shirt,0
the shirt is to the left of the tray,1
the counter is to the left of the shirt,0
the shirt is to the left of the counter,1
the tray is on the sandwich,0
the sandwich is on the tray,1
the man is to the right of the sandwich,0
the sandwich is to the right of the man,1
the cheese is with the sandwich,0
the sandwich is with the cheese,1
the shirt is to the right of the sandwich,0
the sandwich is to the right of the shirt,1
the shirt is to the right of the tray,0
the tray is to the right of the shirt,1
the shirt is to the right of the counter,0
the counter is to the right of the shirt,1
the sandwich is on the cheese,0
the cheese is on the sandwich,1
the pole is on the sign,0
the sign is on the pole,1
the desk is to the right of the chair,0
the chair is to the right of the desk,1
the wall is to the right of the desk,0
the desk is to the right of the wall,1
the chair is to the left of the desk,0
the desk is to the left of the chair,1
the desk is to the left of the wall,0
the wall is to the left of the desk,1
the girl is of the hair,0
the hair is of the girl,1
the boy is to the right of the hair,0
the hair is to the right of the boy,1
the hair is to the left of the boy,0
the boy is to the left of the hair,1
the carpet is near the boy,0
the boy is near the carpet,1
the girl is to the left of the boy,0
the boy is to the left of the girl,1
the girl is next to the carpet,0
the carpet is next to the girl,1
the girl is near the carpet,0
the carpet is near the girl,1
the boy is next to the carpet,0
the carpet is next to the boy,1
the boy is near the carpet,0
the carpet is near the boy,1
the boy is to the right of the girl,0
the girl is to the right of the boy,1
the carpet is near the girl,0
the girl is near the carpet,1
the woman is to the left of the people,0
the people is to the left of the woman,1
the man is to the left of the people,0
the people is to the left of the man,1
the shirt is to the left of the people,0
the people is to the left of the shirt,1
the man is to the right of the shirt,0
the shirt is to the right of the man,1
the people is to the right of the shirt,0
the shirt is to the right of the people,1
the shirt is to the left of the man,0
the man is to the left of the shirt,1
the tent is to the left of the man,0
the man is to the left of the tent,1
the woman is to the left of the tent,0
the tent is to the left of the woman,1
the man is to the right of the tent,0
the tent is to the right of the man,1
the tent is to the right of the woman,0
the woman is to the right of the tent,1
the people is to the right of the woman,0
the woman is to the right of the people,1
the shirt is wearing the man,0
the man is wearing the shirt,1
the people is to the right of the man,0
the man is to the right of the people,1
the bench is to the right of the benches,0
the benches is to the right of the bench,1
the benches is to the left of the bench,0
the bench is to the left of the benches,1
the uniform is wearing the player,0
the player is wearing the uniform,1
the uniform is to the left of the player,0
the player is to the left of the uniform,1
the player is to the right of the uniform,0
the uniform is to the right of the player,1
the racket is holding the man,0
the man is holding the racket,1
the shirt is wearing the man,0
the man is wearing the shirt,1
the shirt is to the right of the arm,0
the arm is to the right of the shirt,1
the arm is to the left of the shirt,0
the shirt is to the left of the arm,1
the table is to the right of the shirt,0
the shirt is to the right of the table,1
the paper is to the right of the shirt,0
the shirt is to the right of the paper,1
the hair is to the left of the paper,0
the paper is to the left of the hair,1
the woman is to the left of the paper,0
the paper is to the left of the woman,1
the shirt is to the left of the paper,0
the paper is to the left of the shirt,1
the chair is to the left of the paper,0
the paper is to the left of the chair,1
the paper is to the right of the hair,0
the hair is to the right of the paper,1
the table is to the right of the hair,0
the hair is to the right of the table,1
the woman is of the hair,0
the hair is of the woman,1
the table is to the right of the woman,0
the woman is to the right of the table,1
the paper is holding the woman,0
the woman is holding the paper,1
the table is to the right of the chair,0
the chair is to the right of the table,1
the woman is to the left of the table,0
the table is to the left of the woman,1
the woman is to the left of the table,0
the table is to the left of the woman,1
the shirt is to the left of the table,0
the table is to the left of the shirt,1
the hair is to the left of the table,0
the table is to the left of the hair,1
the chair is to the left of the table,0
the table is to the left of the chair,1
the table is to the right of the woman,0
the woman is to the right of the table,1
the paper is to the right of the woman,0
the woman is to the right of the paper,1
the wires is to the left of the building,0
the building is to the left of the wires,1
the building is to the right of the wires,0
the wires is to the right of the building,1
the laptop is to the left of the shirt,0
the shirt is to the left of the laptop,1
the refrigerator is opening the guy,0
the guy is opening the refrigerator,1
the shirt is wearing the guy,0
the guy is wearing the shirt,1
the refrigerator is in the guy,0
the guy is in the refrigerator,1
the refrigerator is in front of the guy,0
the guy is in front of the refrigerator,1
the refrigerator is looking in the guy,0
the guy is looking in the refrigerator,1
the counter is on the laptop,0
the laptop is on the counter,1
the shirt is to the right of the laptop,0
the laptop is to the right of the shirt,1
the cabinet is in the refrigerator,0
the refrigerator is in the cabinet,1
the guy is behind the refrigerator,0
the refrigerator is behind the guy,1
the sign is on the words,0
the words is on the sign,1
the fence is to the left of the field,0
the field is to the left of the fence,1
the field is to the right of the fence,0
the fence is to the right of the field,1
the counter is to the right of the ground,0
the ground is to the right of the counter,1
the sky is in the cloud,0
the cloud is in the sky,1
the airplane is to the right of the sky,0
the sky is to the right of the airplane,1
the cloud is to the right of the sky,0
the sky is to the right of the cloud,1
the cloud is to the left of the airplane,0
the airplane is to the left of the cloud,1
the sky is to the left of the airplane,0
the airplane is to the left of the sky,1
the sky is to the left of the cloud,0
the cloud is to the left of the sky,1
the dog is to the right of the floor,0
the floor is to the right of the dog,1
the floor is to the left of the dog,0
the dog is to the left of the floor,1
the sandwich is on the beef,0
the beef is on the sandwich,1
the sandwich is in the beef,0
the beef is in the sandwich,1
the table is on the foil,0
the foil is on the table,1
the table is on the keyboard,0
the keyboard is on the table,1
the trunk is to the right of the giraffe,0
the giraffe is to the right of the trunk,1
the trunk is to the right of the fence,0
the fence is to the right of the trunk,1
the fence is to the left of the trunk,0
the trunk is to the left of the fence,1
the giraffe is to the left of the trunk,0
the trunk is to the left of the giraffe,1
the fur is to the left of the trunk,0
the trunk is to the left of the fur,1
the giraffes is to the left of the trunk,0
the trunk is to the left of the giraffes,1
the trunk is to the right of the giraffes,0
the giraffes is to the right of the trunk,1
the trunk is to the right of the fur,0
the fur is to the right of the trunk,1
the tree is to the right of the hillside,0
the hillside is to the right of the tree,1
the hillside is to the left of the tree,0
the tree is to the left of the hillside,1
the branches is in front of the street sign,0
the street sign is in front of the branches,1
the sign is behind the branches,0
the branches is behind the sign,1
the street sign is behind the branches,0
the branches is behind the street sign,1
the branches is in front of the sign,0
the sign is in front of the branches,1
the window is to the left of the sky,0
the sky is to the left of the window,1
the bridge is above the window,0
the window is above the bridge,1
the sky is to the right of the window,0
the window is to the right of the sky,1
the bridge is by the window,0
the window is by the bridge,1
the bridge is below the water,0
the water is below the bridge,1
the water is above the bridge,0
the bridge is above the water,1
the window is below the bridge,0
the bridge is below the window,1
the bench is on the man,0
the man is on the bench,1
the jeans is wearing the man,0
the man is wearing the jeans,1
the jacket is wearing the man,0
the man is wearing the jacket,1
the bag is lying on the cat,0
the cat is lying on the bag,1
the bag is on the cat,0
the cat is on the bag,1
the bag is touching the cat,0
the cat is touching the bag,1
the bag is sitting on the cat,0
the cat is sitting on the bag,1
the sky is in the cloud,0
the cloud is in the sky,1
the water is behind the beach,0
the beach is behind the water,1
the beach is on the water,0
the water is on the beach,1
the beach is in front of the water,0
the water is in front of the beach,1
the street is on the fire hydrant,0
the fire hydrant is on the street,1
the fire hydrant is on top of the hat,0
the hat is on top of the fire hydrant,1
the shirt is wearing the woman,0
the woman is wearing the shirt,1
the woman is to the right of the shirt,0
the shirt is to the right of the woman,1
the shirt is to the left of the woman,0
the woman is to the left of the shirt,1
the building is near the road,0
the road is near the building,1
the road is near the building,0
the building is near the road,1
the floor is on the beer bottle,0
the beer bottle is on the floor,1
the floor is on top of the beer bottle,0
the beer bottle is on top of the floor,1
the banana peel is behind the beer bottle,0
the beer bottle is behind the banana peel,1
the banana peel is near the beer bottle,0
the beer bottle is near the banana peel,1
the beer bottle is near the banana peel,0
the banana peel is near the beer bottle,1
the floor is on the banana peel,0
the banana peel is on the floor,1
the hill is on the man,0
the man is on the hill,1
the child is to the left of the tablecloth,0
the tablecloth is to the left of the child,1
the child is to the left of the cake,0
the cake is to the left of the child,1
the child is to the right of the cake,0
the cake is to the right of the child,1
the child is to the left of the cakes,0
the cakes is to the left of the child,1
the table is sitting at the children,0
the children is sitting at the table,1
the cake is to the right of the child,0
the child is to the right of the cake,1
the tablecloth is to the right of the child,0
the child is to the right of the tablecloth,1
the cakes is to the right of the child,0
the child is to the right of the cakes,1
the cake is to the left of the child,0
the child is to the left of the cake,1
the desk is on the laptop,0
the laptop is on the desk,1
the carrot is to the right of the cabbage,0
the cabbage is to the right of the carrot,1
the cabbage is to the left of the carrot,0
the carrot is to the left of the cabbage,1
the sky is in the cloud,0
the cloud is in the sky,1
the blanket is sleeping on the animal,0
the animal is sleeping on the blanket,1
the woman is to the left of the sink,0
the sink is to the left of the woman,1
the dress is to the left of the sink,0
the sink is to the left of the dress,1
the counter is on the sink,0
the sink is on the counter,1
the dress is to the left of the counter,0
the counter is to the left of the dress,1
the counter is to the right of the dress,0
the dress is to the right of the counter,1
the sink is to the right of the dress,0
the dress is to the right of the sink,1
the countertop is to the right of the woman,0
the woman is to the right of the countertop,1
the sink is to the right of the woman,0
the woman is to the right of the sink,1
the kitchen is cleaning the woman,0
the woman is cleaning the kitchen,1
the kitchen is working in the woman,0
the woman is working in the kitchen,1
the woman is to the left of the countertop,0
the countertop is to the left of the woman,1
the dress is to the left of the countertop,0
the countertop is to the left of the dress,1
the jacket is wearing the lady,0
the lady is wearing the jacket,1
the toilet is on the lady,0
the lady is on the toilet,1
the toilet is sitting on the lady,0
the lady is sitting on the toilet,1
the road is standing on the cow,0
the cow is standing on the road,1
the road is standing in the cow,0
the cow is standing in the road,1
the road is standing on the cow,0
the cow is standing on the road,1
the sky is in the airplane,0
the airplane is in the sky,1
the power lines is to the left of the building,0
the building is to the left of the power lines,1
the building is to the right of the power lines,0
the power lines is to the right of the building,1
the building is to the right of the power lines,0
the power lines is to the right of the building,1
the power lines is to the left of the building,0
the building is to the left of the power lines,1
the vase is to the left of the can,0
the can is to the left of the vase,1
the wall is on the painting,0
the painting is on the wall,1
the can is to the right of the vase,0
the vase is to the right of the can,1
the blanket is to the left of the arm,0
the arm is to the left of the blanket,1
the blanket is to the left of the arm,0
the arm is to the left of the blanket,1
the blanket is to the left of the pillow,0
the pillow is to the left of the blanket,1
the book is reading the girl,0
the girl is reading the book,1
the blanket is to the left of the girl,0
the girl is to the left of the blanket,1
the blanket is to the left of the girl,0
the girl is to the left of the blanket,1
the wall is to the left of the girl,0
the girl is to the left of the wall,1
the book is holding the girl,0
the girl is holding the book,1
the girl is to the right of the blanket,0
the blanket is to the right of the girl,1
the arm is to the right of the blanket,0
the blanket is to the right of the arm,1
the book is to the right of the blanket,0
the blanket is to the right of the book,1
the wall is to the left of the blanket,0
the blanket is to the left of the wall,1
the blanket is to the right of the wall,0
the wall is to the right of the blanket,1
the girl is to the right of the wall,0
the wall is to the right of the girl,1
the girl is to the right of the blanket,0
the blanket is to the right of the girl,1
the pillow is to the right of the blanket,0
the blanket is to the right of the pillow,1
the arm is to the right of the blanket,0
the blanket is to the right of the arm,1
the book is to the right of the blanket,0
the blanket is to the right of the book,1
the blanket is to the left of the book,0
the book is to the left of the blanket,1
the blanket is to the left of the book,0
the book is to the left of the blanket,1
the curtain is to the right of the legs,0
the legs is to the right of the curtain,1
the toilet is standing on the person,0
the person is standing on the toilet,1
the legs is to the left of the curtain,0
the curtain is to the left of the legs,1
the ground is to the left of the bench,0
the bench is to the left of the ground,1
the bench is to the right of the ground,0
the ground is to the right of the bench,1
the basket is in the banana,0
the banana is in the basket,1
the basket is to the right of the bananas,0
the bananas is to the right of the basket,1
the banana is to the left of the basket,0
the basket is to the left of the banana,1
the bananas is to the left of the basket,0
the basket is to the left of the bananas,1
the basket is to the right of the banana,0
the banana is to the right of the basket,1
the door is to the left of the refrigerator,0
the refrigerator is to the left of the door,1
the wall is to the right of the door,0
the door is to the right of the wall,1
the refrigerator is to the right of the door,0
the door is to the right of the refrigerator,1
the door is to the left of the wall,0
the wall is to the left of the door,1
the dog is of the head,0
the head is of the dog,1
the bed is on the dog,0
the dog is on the bed,1
the cat is to the right of the dog,0
the dog is to the right of the cat,1
the cat is looking at the dog,0
the dog is looking at the cat,1
the dog is beside the cat,0
the cat is beside the dog,1
the dog is to the left of the cat,0
the cat is to the left of the dog,1
the bed is on the cat,0
the cat is on the bed,1
the table is above the banana,0
the banana is above the table,1
the table is to the left of the banana,0
the banana is to the left of the table,1
the grass is grazing on the zebra,0
the zebra is grazing on the grass,1
the grass is grazing on the zebra,0
the zebra is grazing on the grass,1
the grass is grazing on the zebra,0
the zebra is grazing on the grass,1
the player is to the right of the shirt,0
the shirt is to the right of the player,1
the player is to the right of the man,0
the man is to the right of the player,1
the shirt is to the left of the player,0
the player is to the left of the shirt,1
the man is to the left of the player,0
the player is to the left of the man,1
the clouds is to the left of the cable,0
the cable is to the left of the clouds,1
the building is to the left of the tree,0
the tree is to the left of the building,1
the umbrella is to the right of the bush,0
the bush is to the right of the umbrella,1
the bush is to the left of the umbrella,0
the umbrella is to the left of the bush,1
the building is to the left of the leaves,0
the leaves is to the left of the building,1
the tree is to the right of the building,0
the building is to the right of the tree,1
the leaves is to the right of the building,0
the building is to the right of the leaves,1
the bathroom is in the sink,0
the sink is in the bathroom,1
the windows is to the right of the wall,0
the wall is to the right of the windows,1
the wall is to the left of the windows,0
the windows is to the left of the wall,1
the motorcycle is riding the figure,0
the figure is riding the motorcycle,1
the building is next to the fence,0
the fence is next to the building,1
the building is on the side of the fence,0
the fence is on the side of the building,1
the building is near the fence,0
the fence is near the building,1
the fence is near the building,0
the building is near the fence,1
the fence is to the right of the frame,0
the frame is to the right of the fence,1
the park is standing in the tree,0
the tree is standing in the park,1
the tree is in front of the skater,0
the skater is in front of the tree,1
the blouse is wearing the woman,0
the woman is wearing the blouse,1
the woman is to the left of the hair,0
the hair is to the left of the woman,1
the hair is to the right of the woman,0
the woman is to the right of the hair,1
the woman is to the left of the man,0
the man is to the left of the woman,1
the dress is to the left of the man,0
the man is to the left of the dress,1
the wall is to the left of the man,0
the man is to the left of the wall,1
the dress is wearing the woman,0
the woman is wearing the dress,1
the boy is to the right of the woman,0
the woman is to the right of the boy,1
the man is to the right of the woman,0
the woman is to the right of the man,1
the man is to the right of the wall,0
the wall is to the right of the man,1
the man is to the right of the dress,0
the dress is to the right of the man,1
the boy is to the right of the dress,0
the dress is to the right of the boy,1
the woman is to the left of the boy,0
the boy is to the left of the woman,1
the dress is to the left of the boy,0
the boy is to the left of the dress,1
the shirt is wearing the man,0
the man is wearing the shirt,1
the shirt is wearing the man,0
the man is wearing the shirt,1
the table is on the sandwich,0
the sandwich is on the table,1
the tray is on the food,0
the food is on the tray,1
the bench is behind the bush,0
the bush is behind the bench,1
the bush is in front of the bench,0
the bench is in front of the bush,1
the trees is to the left of the bush,0
the bush is to the left of the trees,1
the grass is to the right of the trees,0
the trees is to the right of the grass,1
the bush is to the right of the trees,0
the trees is to the right of the bush,1
the door is to the right of the bathroom,0
the bathroom is to the right of the door,1
the door is to the right of the wall,0
the wall is to the right of the door,1
the floor is to the left of the door,0
the door is to the left of the floor,1
the wall is to the left of the door,0
the door is to the left of the wall,1
the bathroom is to the left of the door,0
the door is to the left of the bathroom,1
the door is to the right of the floor,0
the floor is to the right of the door,1
the shirt is wearing the man,0
the man is wearing the shirt,1
the apron is with the man,0
the man is with the apron,1
the woman is to the left of the man,0
the man is to the left of the woman,1
the television is to the left of the man,0
the man is to the left of the television,1
the man is to the right of the woman,0
the woman is to the right of the man,1
the television is to the right of the woman,0
the woman is to the right of the television,1
the shirt is to the right of the woman,0
the woman is to the right of the shirt,1
the woman is to the left of the shirt,0
the shirt is to the left of the woman,1
the man is to the right of the television,0
the television is to the right of the man,1
the food is on the coleslaw,0
the coleslaw is on the food,1
the table is on top of the food,0
the food is on top of the table,1
the bike is to the left of the napkins,0
the napkins is to the left of the bike,1
the tires is to the left of the napkins,0
the napkins is to the left of the tires,1
the napkins is to the right of the tires,0
the tires is to the right of the napkins,1
the wall is to the left of the stove,0
the stove is to the left of the wall,1
the stove is to the right of the wall,0
the wall is to the right of the stove,1
the shirt is to the left of the man,0
the man is to the left of the shirt,1
the man is to the right of the shirt,0
the shirt is to the right of the man,1
the trees is to the right of the bear,0
the bear is to the right of the trees,1
the trees is to the right of the bear,0
the bear is to the right of the trees,1
the grass is in the bear,0
the bear is in the grass,1
the pine trees is by the bear,0
the bear is by the pine trees,1
the pine trees is in front of the bear,0
the bear is in front of the pine trees,1
the grass is in the bear,0
the bear is in the grass,1
the grass is walking through the bear,0
the bear is walking through the grass,1
the grass is in the bear,0
the bear is in the grass,1
the trees is to the right of the pine trees,0
the pine trees is to the right of the trees,1
the trees is to the right of the pine trees,0
the pine trees is to the right of the trees,1
the bear is to the left of the trees,0
the trees is to the left of the bear,1
the pine trees is to the left of the trees,0
the trees is to the left of the pine trees,1
the pine trees is to the left of the trees,0
the trees is to the left of the pine trees,1
the bear is to the left of the trees,0
the trees is to the left of the bear,1
the avocado is to the left of the fruit,0
the fruit is to the left of the avocado,1
the avocado is to the right of the fruit,0
the fruit is to the right of the avocado,1
the fruit is to the right of the avocado,0
the avocado is to the right of the fruit,1
the fruit is to the left of the avocado,0
the avocado is to the left of the fruit,1
the soup is to the left of the bowl,0
the bowl is to the left of the soup,1
the soup is with the bowl,0
the bowl is with the soup,1
the chopstick is to the left of the bowl,0
the bowl is to the left of the chopstick,1
the soup is to the right of the bowl,0
the bowl is to the right of the soup,1
the soup is with the bowl,0
the bowl is with the soup,1
the bowl is to the right of the soup,0
the soup is to the right of the bowl,1
the soup is to the right of the chopstick,0
the chopstick is to the right of the soup,1
the bowl is to the right of the chopstick,0
the chopstick is to the right of the bowl,1
the bowl is inside the soup,0
the soup is inside the bowl,1
the bowl is to the left of the soup,0
the soup is to the left of the bowl,1
the chopstick is to the left of the soup,0
the soup is to the left of the chopstick,1
the cat is to the right of the head,0
the head is to the right of the cat,1
the head is to the left of the cat,0
the cat is to the left of the head,1
the mirror is reflected in the cat,0
the cat is reflected in the mirror,1
the pillow is to the left of the cat,0
the cat is to the left of the pillow,1
the mirror is to the left of the cat,0
the cat is to the left of the mirror,1
the cat is to the right of the mirror,0
the mirror is to the right of the cat,1
the cat is to the right of the pillow,0
the pillow is to the right of the cat,1
the train is to the left of the wall,0
the wall is to the left of the train,1
the tunnel is to the left of the wall,0
the wall is to the left of the tunnel,1
the wall is to the right of the tunnel,0
the tunnel is to the right of the wall,1
the wall is to the right of the train,0
the train is to the right of the wall,1
the bag is to the right of the man,0
the man is to the right of the bag,1
the jacket is wearing the man,0
the man is wearing the jacket,1
the suitcase is to the left of the man,0
the man is to the left of the suitcase,1
the bag is to the right of the suitcase,0
the suitcase is to the right of the bag,1
the luggage is to the right of the suitcase,0
the suitcase is to the right of the luggage,1
the man is to the right of the suitcase,0
the suitcase is to the right of the man,1
the man is to the left of the bag,0
the bag is to the left of the man,1
the people is to the left of the bag,0
the bag is to the left of the people,1
the suitcase is to the left of the bag,0
the bag is to the left of the suitcase,1
the suitcase is to the left of the luggage,0
the luggage is to the left of the suitcase,1
the bag is to the right of the people,0
the people is to the right of the bag,1
the floor is on the rug,0
the rug is on the floor,1
the wall is on the painting,0
the painting is on the wall,1
the living room is in the couch,0
the couch is in the living room,1
the sky is below the grass,0
the grass is below the sky,1
the fur is to the right of the shirt,0
the shirt is to the right of the fur,1
the head is to the right of the shirt,0
the shirt is to the right of the head,1
the head is to the right of the cap,0
the cap is to the right of the head,1
the fur is to the right of the cap,0
the cap is to the right of the fur,1
the cap is to the left of the fur,0
the fur is to the left of the cap,1
the shirt is to the left of the fur,0
the fur is to the left of the shirt,1
the man is to the left of the fur,0
the fur is to the left of the man,1
the shirt is to the left of the head,0
the head is to the left of the shirt,1
the man is to the left of the head,0
the head is to the left of the man,1
the cap is to the left of the head,0
the head is to the left of the cap,1
the head is to the right of the man,0
the man is to the right of the head,1
the fur is to the right of the man,0
the man is to the right of the fur,1
the trees is to the left of the mountain,0
the mountain is to the left of the trees,1
the mountain is to the right of the trees,0
the trees is to the right of the mountain,1
the boat is on the people,0
the people is on the boat,1
the suitcase is on top of the cat,0
the cat is on top of the suitcase,1
the suitcase is on the cat,0
the cat is on the suitcase,1
the bowl is behind the wall,0
the wall is behind the bowl,1
the scooter is to the left of the pole,0
the pole is to the left of the scooter,1
the bicycle is next to the scooter,0
the scooter is next to the bicycle,1
the bicycle is near the scooter,0
the scooter is near the bicycle,1
the scooter is near the bicycle,0
the bicycle is near the scooter,1
the counter is on the plate,0
the plate is on the counter,1
the plate is on the fork,0
the fork is on the plate,1
the sky is below the ground,0
the ground is below the sky,1
the man is behind the wall,0
the wall is behind the man,1
the bag is holding the man,0
the man is holding the bag,1
the wall is in front of the man,0
the man is in front of the wall,1
the building is to the right of the sky,0
the sky is to the right of the building,1
the sky is to the left of the building,0
the building is to the left of the sky,1
the ground is on the grass,0
the grass is on the ground,1
the zebra is to the left of the leaves,0
the leaves is to the left of the zebra,1
the zebra is to the left of the branches,0
the branches is to the left of the zebra,1
the sticks is to the right of the zebra,0
the zebra is to the right of the sticks,1
the branches is to the right of the zebra,0
the zebra is to the right of the branches,1
the branches is standing near the zebra,0
the zebra is standing near the branches,1
the zebra is to the left of the sticks,0
the sticks is to the left of the zebra,1
the mirror is below the desk,0
the desk is below the mirror,1
the curtains is to the left of the desk,0
the desk is to the left of the curtains,1
the mirror is to the right of the curtains,0
the curtains is to the right of the mirror,1
the wall is to the right of the curtains,0
the curtains is to the right of the wall,1
the desk is to the right of the curtains,0
the curtains is to the right of the desk,1
the wall is to the right of the chair,0
the chair is to the right of the wall,1
the curtains is to the left of the mirror,0
the mirror is to the left of the curtains,1
the desk is above the mirror,0
the mirror is above the desk,1
the wall is on the mirror,0
the mirror is on the wall,1
the curtains is to the left of the wall,0
the wall is to the left of the curtains,1
the chair is to the left of the wall,0
the wall is to the left of the chair,1
the man is behind the wall,0
the wall is behind the man,1
the table is sitting at the man,0
the man is sitting at the table,1
the wall is in front of the man,0
the man is in front of the wall,1
the table is sitting on the glass,0
the glass is sitting on the table,1
the plate is near the glass,0
the glass is near the plate,1
the glass is near the plate,0
the plate is near the glass,1
the table is sitting on the plate,0
the plate is sitting on the table,1
the ground is on the grass,0
the grass is on the ground,1
the hill is on top of the house,0
the house is on top of the hill,1
the woman is to the left of the man,0
the man is to the left of the woman,1
the woman is to the left of the shirt,0
the shirt is to the left of the woman,1
the man is talking to the woman,0
the woman is talking to the man,1
the man is to the right of the woman,0
the woman is to the right of the man,1
the shirt is to the right of the woman,0
the woman is to the right of the shirt,1
the hair is to the right of the woman,0
the woman is to the right of the hair,1
the hair is to the left of the wall,0
the wall is to the left of the hair,1
the wall is to the right of the hair,0
the hair is to the right of the wall,1
the woman is to the left of the hair,0
the hair is to the left of the woman,1
the air is in the boy,0
the boy is in the air,1
the door is to the right of the wall,0
the wall is to the right of the door,1
the door is to the right of the wall,0
the wall is to the right of the door,1
the wall is to the left of the door,0
the door is to the left of the wall,1
the wall is to the left of the door,0
the door is to the left of the wall,1
the floor is to the left of the door,0
the door is to the left of the floor,1
the door is to the right of the floor,0
the floor is to the right of the door,1
the bathroom is of the floor,0
the floor is of the bathroom,1
the paper is in the bun,0
the bun is in the paper,1
the building is to the left of the window,0
the window is to the left of the building,1
the window is near the can,0
the can is near the window,1
the window is to the right of the can,0
the can is to the right of the window,1
the can is near the window,0
the window is near the can,1
the window is to the right of the building,0
the building is to the right of the window,1
the dirt is to the right of the man,0
the man is to the right of the dirt,1
the ground is to the right of the man,0
the man is to the right of the ground,1
the man is to the left of the ground,0
the ground is to the left of the man,1
the man is to the left of the dirt,0
the dirt is to the left of the man,1
the man is of the shirt,0
the shirt is of the man,1
the field is grazing in the zebra,0
the zebra is grazing in the field,1
the field is in the zebra,0
the zebra is in the field,1
the horse is to the left of the tree,0
the tree is to the left of the horse,1
the tree is to the right of the horse,0
the horse is to the right of the tree,1
the parking lot is parked in the food truck,0
the food truck is parked in the parking lot,1
the cord is to the right of the sink,0
the sink is to the right of the cord,1
the door is to the right of the wall,0
the wall is to the right of the door,1
the wall is to the left of the door,0
the door is to the left of the wall,1
the cord is to the left of the door,0
the door is to the left of the cord,1
the blender is to the left of the door,0
the door is to the left of the blender,1
the door is to the right of the cord,0
the cord is to the right of the door,1
the sink is to the left of the cord,0
the cord is to the left of the sink,1
the door is to the right of the blender,0
the blender is to the right of the door,1
the sink is to the left of the blender,0
the blender is to the left of the sink,1
the oven is of the door,0
the door is of the oven,1
the person is to the left of the powder,0
the powder is to the left of the person,1
the dough is to the right of the person,0
the person is to the right of the dough,1
the platter is to the right of the person,0
the person is to the right of the platter,1
the powder is to the right of the person,0
the person is to the right of the powder,1
the person is to the left of the platter,0
the platter is to the left of the person,1
the platter is on the dough,0
the dough is on the platter,1
the oven is in the dough,0
the dough is in the oven,1
the oven is going into the dough,0
the dough is going into the oven,1
the elephant is to the right of the tree,0
the tree is to the right of the elephant,1
the tree is to the left of the elephant,0
the elephant is to the left of the tree,1
the wall is to the left of the curtains,0
the curtains is to the left of the wall,1
the curtains is to the right of the wall,0
the wall is to the right of the curtains,1
the window is to the right of the wall,0
the wall is to the right of the window,1
the wall is to the left of the window,0
the window is to the left of the wall,1
the countertop is on the food,0
the food is on the countertop,1
the pot is to the left of the food,0
the food is to the left of the pot,1
the pot is to the left of the plate,0
the plate is to the left of the pot,1
the plate is to the right of the pot,0
the pot is to the right of the plate,1
the food is to the right of the pot,0
the pot is to the right of the food,1
the tree is in front of the sign,0
the sign is in front of the tree,1
the sign is behind the tree,0
the tree is behind the sign,1
the road is on the truck,0
the truck is on the road,1
the shirt is to the left of the pastry,0
the pastry is to the left of the shirt,1
the shirt is wearing the person,0
the person is wearing the shirt,1
the pastry is to the right of the shirt,0
the shirt is to the right of the pastry,1
the paper is on the hot dog,0
the hot dog is on the paper,1
the paper is on the hot dog,0
the hot dog is on the paper,1
the paper is on the hot dog,0
the hot dog is on the paper,1
the finger is to the left of the laptop,0
the laptop is to the left of the finger,1
the shirt is to the left of the laptop,0
the laptop is to the left of the shirt,1
the woman is to the left of the laptop,0
the laptop is to the left of the woman,1
the shirt is to the left of the finger,0
the finger is to the left of the shirt,1
the laptop is to the right of the finger,0
the finger is to the right of the laptop,1
the laptop is using the woman,0
the woman is using the laptop,1
the shirt is wearing the woman,0
the woman is wearing the shirt,1
the laptop is to the right of the woman,0
the woman is to the right of the laptop,1
the laptop is to the right of the shirt,0
the shirt is to the right of the laptop,1
the finger is to the right of the shirt,0
the shirt is to the right of the finger,1
the building is to the left of the umbrella,0
the umbrella is to the left of the building,1
the umbrella is to the right of the building,0
the building is to the right of the umbrella,1
the vegetable is to the right of the vegetables,0
the vegetables is to the right of the vegetable,1
the vegetables is to the right of the vegetable,0
the vegetable is to the right of the vegetables,1
the vegetables is to the left of the vegetable,0
the vegetable is to the left of the vegetables,1
the vegetable is to the left of the vegetables,0
the vegetables is to the left of the vegetable,1
the sky is to the left of the building,0
the building is to the left of the sky,1
the building is to the right of the sky,0
the sky is to the right of the building,1
the uniform is wearing the player,0
the player is wearing the uniform,1
the scarf is to the right of the street,0
the street is to the right of the scarf,1
the parking meter is to the right of the street,0
the street is to the right of the parking meter,1
